educations-end_date,educations-field_of_study,educations-school-name,positions-is-current,num-connections,industry-specialization
31/12/2004,16,DASMARIÑAS NATIONAL HIGH SCHOOL PALIPARAN ANNEX,0,0,4
31/12/2010,1,UNIVERSITY OF SAN CARLOS,0,4,16
31/12/2009,14,SAN BEDA COLLEGE,1,39,0
31/12/1995,16,"ST. RITA COLLEGE, MANILA",1,3,5
31/12/2006,16,UNIVERSITY OF THE PHILIPPINES,0,2,16
31/12/2005,16,SHEPHERDS COLLEGE,0,18,16
31/12/2003,8,UNIVERSITY OF SANTO TOMAS,0,14,8
31/12/2016,14,"ARELLANO UNIVERSITY SCHOOL OF LAW, MANILA",0,18,0
31/12/2008,16,SAINT AUGUSTINE,0,3,4
31/12/2003,16,MAPUA INSTITUTE OF TECHNOLOGY,0,322,4
31/12/2008,4,UNIVERSIDAD DE MANILA,0,14,4
31/12/2008,16,HOLY ANGEL UNIVERSITY,1,0,0
31/12/2009,4,RAMON MAGSAYSAY TECHNOLIGICAL UNIVERSITY,0,6,4
31/12/2011,2,SLIM'S FASHION AND ARTS SCHOOL,0,11,2
31/12/2012,16,IETI-ALABANG,0,1,4
31/12/2010,16,MIRIAM COLLEGE,0,407,16
31/12/2004,16,DE LA SALLE UNIVERSITY,0,229,1
31/12/2011,2,TESDA CATFABS,0,1,8
31/12/1993,2,UNIVERSITY OF THE EAST,1,14,2
31/12/2004,6,CENTRAL PHILIPPINE UNIVERSITY,0,69,8
31/12/2011,1,ASIAN INSTITUTE OF MANAGEMENT,0,175,0
31/12/2001,16,DE LA SALLE-COLLEGE OF SAINT BENILDE,1,14,5
31/12/2013,16,ST. PAUL UNIVERSITY MANILA,0,162,10
31/12/1997,2,ADAMSON UNIVERSITY,0,36,2
31/12/2009,6,LYCEUM OF THE PHILIPPINES UNIVERSITY - BATANGAS,1,14,5
31/12/2002,16,WESLEYAN UNIVERSITY-PHILIPPINES,0,4,16
31/12/2008,16,UPLB,0,15,1
31/12/1986,6,NATIONAL UNIVERSITY (PH),0,43,3
31/12/2000,16,UNIVERSITY OF EASTERN PHILIPPINES,0,2,15
31/12/2005,16,UNIVERSITY OF THE PHILIPPINES (OPEN UNIVERSITY),0,126,4
31/12/2009,16,CEBU INSTITUTE OF TECHNOLOGY,1,8,16
31/12/2007,16,UNIVERSITY OF SANTO TOMAS,0,6,10
31/12/2010,4,NEGROS ORIENTAL STATE UNIVERSITY,0,41,4
31/12/1995,7,SOUTHWESTERN UNIVERSITY (PH),0,10,7
31/12/2001,4,DE LA SALLE UNIVERSITY,0,10,16
31/12/2006,6,DE LA SALLE UNIVERSITY,0,71,4
31/12/1992,16,PARKER COLLEGE OF CHIROPRACTIC,0,1,7
31/12/2001,6,ATENEO DE NAGA UNIVERSITY,0,11,16
31/12/2013,4,ATENEO DE MANILA UNIVERSITY,0,159,4
31/12/2013,1,DE LA SALLE UNIVERSITY,0,149,9
31/12/2004,6,MINDANAO STATE UNIVERSITY,1,13,16
31/12/1996,16,UNIVERSITY OF THE PHILIPPINES,0,153,4
31/12/2008,4,SORSOGON STATE COLLEGE,0,14,4
31/12/2013,4,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,1,16,16
31/12/2008,16,BICOL UNIVERSITY,0,182,0
31/12/2001,4,BATANGAS STATE UNIVERSITY,0,3,5
31/12/2011,16,MARY THE QUEEN COLLEGE,1,0,3
31/12/2006,6,UNIVERSITY OF NEGROS OCCIDENTAL - RECOLETOS,0,3,16
31/12/1986,16,BICOL UNIVERSITY,0,3,3
31/12/2000,1,MSEUF,1,1,9
31/12/2012,4,BICOL UNIVERSITY COLLEGE OF SCIENCE,0,5,4
31/12/1994,16,PERPETUAL HELP COLLEGE OF RIZAL,0,75,16
31/12/2008,2,DE LA SALLE UNIVERSITY,0,81,4
31/12/2004,6,TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES,1,3,4
31/12/2006,16,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,0,0
31/12/2001,6,MAPUA INSTITUTE OF TECHNOLOGY,0,4,16
31/12/2005,6,BATAAN POLYTECHNIC STATE COLLEGE,0,2,3
31/12/2014,16,ATENEO DE MANILA UNIVERSITY,0,0,5
31/12/2008,16,UNIVERSITY OF THE PHILIPPINES,0,66,0
31/12/1992,6,VIRGEN MILAGROSA UNIVERSITY FOUNDATION,1,5,3
31/12/2007,6,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,1,4,3
31/12/2001,16,UNIVERSITY OF THE PHILIPPINES,0,500+,16
31/12/2008,16,OUR LADY OF FATIMA UNIVERSITY,0,56,4
31/12/2011,8,TAGUIG CITY UNIVERSITY,1,0,16
31/12/2001,0,COLLEGE OF THE HOLY SPIRIT,0,20,0
31/12/2015,0,PLM,0,1,0
31/12/2000,5,THE NATIONAL TEACHERS COLLEGE,1,0,8
31/12/2013,16,DE LA SALLE UNIVERSITY,0,120,16
31/12/2010,16,UNIVERSITY OF ASIA AND THE PACIFIC,0,90,0
31/12/1991,16,MAPUA INSTITUTE OF TECHNOLOGY,0,5,16
31/12/2004,16,ADAMSON UNIVERSITY,0,117,4
31/12/2000,7,UNIVERSITY OF SANTO TOMAS,0,106,4
31/12/2009,16,FAR EASTERN UNIVERSITY,0,161,4
31/12/2012,1,CITY OF MALABON UNIVERSITY,0,1,10
31/12/2000,7,DE LA SALLE UNIVERSITY,1,3,7
31/12/1988,0,ST. SCHOLASTICA'S COLLEGE,1,0,0
31/12/2011,16,ATENEO DE NAGA UNIVERSITY,0,59,8
31/12/2003,4,BULACAN STATE UNIVERSITY,0,245,4
31/12/2005,6,MAPUA INSTITUE OF TECHNOLOGY,1,14,16
31/12/1995,4,UNIVERSITY OF THE EAST,1,35,15
31/12/2008,8,DE LA SALLE - COLLEGE OF SAINT BENILDE,0,0,15
31/12/2007,16,DE LA SALLE UNIVERSITY,0,53,0
31/12/1984,16,UNIVERSITY OF PERPETUAL HELP - FOUNDATION FOR MEDICINE AND HEALTH SCIENCES,0,4,7
31/12/2002,4,PAMANTASAN NG LUNGSOD NG MAYNILA,0,3,16
31/12/2010,8,CLARK INTERNATIONAL COLLEGE OF SCIENCE AND TECHNOLOGY,0,14,16
31/12/1999,6,DON BOSCO TECHNICAL COLLEGE,0,411,16
31/12/2010,16,UNIVERSITY OF THE PHILIPPINES,0,190,5
31/12/2011,0,DE LA SALLE UNIVERSITY,0,193,0
31/12/1986,16,ASIAN INSTITUTE OF MANAGEMENT,0,6,16
31/12/1995,10,DE LA SALLE UNIVERSITY,0,48,0
31/12/1991,16,LVIV NATIONAL MEDICAL UNIVERSITY 'DANYLO HALYCKY',0,9,7
31/12/2011,6,LYCEUM OF THE PHILIPPINES UNIVERSITY-MANILA,0,1,9
31/12/1988,6,UNIVERSITY OF BOHOL,1,2,6
31/12/2003,16,PATTS COLLEGE OF AERONAUTICS,0,5,16
31/12/2002,4,STI COLLEGE - LAS PINAS,0,144,4
31/12/2013,16,UNIVERSITY OF ASIA AND THE PACIFIC,0,71,16
31/12/2005,16,UNIVERSITY OF THE PHILIPPINES,0,64,0
31/12/2011,4,UNIVERSITY OF SAN FRANCISCO,0,500+,10
31/12/2002,4,STI COLLEGE PHILIPPINES,0,2,9
31/12/1985,16,TECHNOLOGICAL INSTITUTE OF THE PHILS,1,0,16
31/12/2010,6,MINDANAO STATE UNIVERSITY,0,38,4
31/12/2010,16,UNIVERSITY OF THE PHILIPPINES,0,71,16
31/12/2006,16,DR. GLORIA D. LACSON FOUNDATION COLLEGES,0,11,7
31/12/2009,4,FEU - EAST ASIA COLLEGE,1,0,4
31/12/1991,11,MANUEL L. QUEZON UNIVERSITY / LEYTE NORMAL UNIVERSITY,0,2,16
31/12/1993,0,UNIVERSITY OF SAINT LOUIS,0,0,16
31/12/2005,16,ATENEO DE DAVAO UNIVERSITY,0,9,0
31/12/1986,16,"MSU-ILIGAN ISTITUTE OF TECHNOLOGY, ILIGAN CITY",0,4,1
31/12/2009,16,PHILIPPINE SCHOOL OF BUSINESS ADMINISTRATION,1,59,0
31/12/2011,4,TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES,1,20,4
31/12/2005,6,UNIVERSITY OF SANTO TOMAS,0,144,4
31/12/2009,16,NAGA COLLEGE FOUNDATION,0,13,5
31/12/2009,4,DE LA SALLE-COLLEGE OF SAINT BENILDE,0,28,16
31/12/2008,16,UNIVERSITY OF THE PHILIPPINES,0,54,11
31/12/2011,10,UNIVERSITY OF ASIA AND THE PACIFIC,0,80,10
31/12/2008,16,NEW ERA UNIVERSITY,0,4,0
31/12/1986,16,UNIVERSITY OF THE PHILIPPINES,0,90,0
31/12/1998,16,AIRLINK INTERNATIONAL AVIATION SCHOOL/PATTS COLLEGE OF AERONAUTICS,1,0,16
31/12/2007,4,ATENEO DE DAVAO UNIVERSITY,0,118,4
31/12/2010,10,ST.PAUL UNIVERSITY MANILA,0,7,16
31/12/2005,6,RIZAL TECHNOLOGICAL UNIVERSITY,0,62,6
31/12/2000,0,FAR EASTERN UNIVERSITY,0,1,0
31/12/2001,16,DE LA SALLE UNIVERSITY,0,178,5
31/12/2007,16,"SOUTHEAST ASIAN COLLEGE, INC",0,70,7
31/12/2011,16,ARELLANO UNIVERSITY,0,24,0
31/12/2012,16,PHILIPPINE NORMAL UNIVERSITY,0,3,5
31/12/2005,16,SAINT RITA COLLEGE OF PARAÑAQUE CITY,1,8,3
31/12/1991,4,UNIVERSITY OF SANTO TOMAS,1,9,16
31/12/2005,4,MAPUA INSTITUTE OF TECHNOLOGY,0,113,4
31/12/1996,16,PHILIPPINE CHRISTIAN UNIVERSITY,0,0,0
31/12/1997,16,CENTRO ESCOLAR UNIVERSITY,0,83,0
31/12/2002,4,MAPUA INSTITUTE OF TECHNOLOGY,0,14,0
31/12/2009,16,ATENEO DE MANILA UNIVERSITY,0,183,16
31/12/2004,4,SYSTEMS TECHNOLOGY INSTITUTE,1,1,16
31/12/1989,1,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,1,0,1
31/12/2003,16,MANUEL L. QUEZON UNIVERSITY,0,36,16
31/12/2008,16,UNIVERSITY OF SAN AGUSTIN,0,1,14
31/12/2003,6,MAPUA INSTITUTE OF TECHNOLOGY,0,59,9
31/12/2013,4,UNIVERSITY OF THE PEOPLE,0,1,4
31/12/1986,6,DIVINE WORD UNIVERSITY,0,14,16
31/12/1993,6,PHILIPPINE STATE COLLEGE OF AERONAUTICS,0,7,16
31/12/2008,4,MAPUA INSTITUTE OF TECHNOLOGY,0,17,4
31/12/2008,16,FAR EASTERN UNIVERSITY,1,77,0
31/12/2003,2,AMA COMPUTER COLLEGE,1,7,13
31/12/2008,5,LEYTE STATE UNIVERSITY,0,0,16
31/12/1985,6,UNIVERSITY OF SANTO TOMAS,0,41,16
31/12/2013,6,UNIVERSITY OF THE PHILIPPINES,0,10,6
31/12/2011,1,UNIVERSITY OF THE PHILIPPINES,1,46,7
31/12/2003,16,PHILIPINE MARITIME INSTITITE,1,0,16
31/12/2008,16,UNIVERSITY OF THE PHILIPPINES,0,22,16
31/12/1987,6,EASTERN VISAYAS STATE UNIVERSITY,1,28,5
31/12/1971,16,UNIVERSITY OF THE PHILIPPINES,0,56,1
31/12/2000,16,UNIVERSITY OF PERPETUAL HELP - LAGUNA,0,289,4
31/12/2011,16,NOTRE DAME OF MARBEL UNIVERSITY,0,20,4
31/12/2012,16,UP ITTC,0,4,4
31/12/1980,0,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,13,0
31/12/1991,14,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,3,16
31/12/2003,14,DE LA SALLE UNIVERSITY,0,54,1
31/12/2004,1,DE LA SALLE UNIVERSITY,0,53,5
31/12/1992,16,UNIVERSITY OF PERPETUAL HELP - LAGUNA,0,59,16
31/12/2002,2,BICOL UNIVERSITY,1,1,15
31/12/2008,2,ATENEO DE MANILA UNIVERSITY,1,13,2
31/12/2011,16,DE LA SALLE - COLLEGE OF SAINT BENILDE,0,3,2
31/12/2004,16,UNIVERSITY OF SANTO TOMAS,0,30,6
31/12/2003,2,FAR EASTERN UNIVERSITY,0,50,16
31/12/2004,1,UNIVERSITY OF SANTO TOMAS,0,46,15
31/12/1993,6,MAPUA INSTITUTE OF TECHNOLOGY,1,12,3
31/12/2011,16,SOCIETA DANTE ALIGHIERI - SCUOLA DI LINGUA STRANIERA,0,45,4
31/12/2007,7,CENTRAL LUZON DOCTORS' HOSPITAL,0,42,16
31/12/1969,0,ST. JOSEPH'S COLLEGE (IN),1,8,8
31/12/2006,4,SYSTEMS TECHNOLOGY INSTITUTE COLLEGE (STI),0,10,4
31/12/2008,16,NUEVA VIZCAYA STATE UNIVERSITY,0,23,16
31/12/2001,16,"ST. SCHOLASTICA'S COLLEGE, MANILA",1,6,1
31/12/2006,4,DE LA SALLE UNIVERSITY,0,22,4
31/12/2005,6,MAPUA INSTITUTE OF TECHNOLOGY,0,58,4
31/12/2009,7,MANILA CENTRAL UNIVERSITY,0,251,1
31/12/2005,10,ATENEO DE MANILA UNIVERSITY,0,121,8
31/12/1982,16,DE LA SALLE UNIVERSITY,0,91,0
31/12/2006,16,UNIVERSITY OF THE PHILIPPINES,0,30,16
31/12/1999,1,COLEGIO DE SAN JUAN DE LETRAN,0,30,16
31/12/2012,10,DE LA SALLE UNIVERSITY,0,95,16
31/12/2005,1,DE LA SALLE UNIVERSITY,0,12,0
31/12/2008,14,UNIVERSITEIT UTRECHT,0,80,4
31/12/2007,16,ATENEO DE MANILA UNIVERSITY,0,93,10
31/12/2004,6,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,13,9
31/12/2000,16,ATENEO DE MANILA UNIVERSITY,0,245,16
31/12/2013,16,UNIVERSITY OF THE PHILIPPINES,0,121,11
31/12/2011,16,ATENEO DE NAGA UNIVERSITY,0,13,0
31/12/2009,4,SAN BEDA COLLEGE,0,71,16
31/12/1999,6,PHILIPPINE MARITIME INSTITUTE,0,1,8
31/12/1984,16,THE GEORGE WASHINGTON UNIVERSITY,0,236,1
31/12/1997,16,ATENEO DE MANILA UNIVERSITY,1,5,16
31/12/2013,0,DE LA SALLE UNIVERSITY,0,93,0
31/12/1995,6,UNIVERSITY OF THE PHILIPPINES,1,8,3
31/12/2011,16,THE PHILIPPINE WOMEN'S UNIVERSITY,0,91,16
31/12/2000,16,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,53,11
31/12/1997,0,DIVINE WORD COLLEGE OF LEGASPI GRADUATE SCHOOL OF BUSINESS & MANAGEMENT,0,3,0
31/12/2012,4,ADVENTIST INTERNATIONAL INSTITUTE OF ADVANCED STUDIES,0,142,4
31/12/2001,5,ATENEO DE DAVAO UNIVERSITY,0,35,4
31/12/2002,16,ATENEO GRADUATE SCHOOL OF BUSINESS,0,111,0
31/12/2011,4,AQUINAS UNIVERSITY OF LEGAZPI PHILIPPINES,0,20,8
31/12/1995,16,TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES,1,7,16
31/12/2004,10,UNIVERSITY OF ASIA AND THE PACIFIC,0,20,12
31/12/2003,16,UNIVERSITY OF SAINT LA SALLE,0,0,16
31/12/2006,16,UNIVERSITY OF THE PHILIPPINES - DILIMAN,0,31,4
31/12/2009,16,INSTITUT KEGURUAN DAN ILMU PENDIDIKAN BUDI UTOMO MALANG,0,1,16
31/12/1984,0,"PCU TAFT, MANILA",0,3,0
31/12/1994,14,UNIVERSITY OF THE PHILIPPINES,0,51,14
31/12/1998,6,UNIVERSITY OF SANTO TOMAS,0,0,4
31/12/2002,0,UNIVERSITY OF ST. LA SALLE,0,12,9
31/12/2009,16,TOMAS CLAUDIO MEMORIAL COLLEGES,1,1,7
31/12/2007,16,FAR EASTERN UNIVERSITY,0,10,1
31/12/2011,16,UNIVERSITY OF SANTO TOMAS,0,9,7
31/12/2007,16,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,64,15
31/12/2004,6,BOHOL ISLAND STATE UNIVERSITY FORMERLY (CVSCAFT),0,10,16
31/12/1984,16,UNIVERSITY OF THE EAST,0,194,16
31/12/2009,12,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,7,16
31/12/2012,4,TAGUM CITY INSTITUTE OF TECHNOLOGY FOUNDATION INC.,0,1,16
31/12/1973,16,ILOCOS NORTE COLLEGE OF ARTS & TRADE,1,0,4
31/12/2010,16,UNSW,1,1,16
31/12/2003,16,UNIVERSITY OF THE PHILIPPINES,0,49,16
31/12/2006,16,UNIVERSITY OF VALLADOLID,0,140,7
31/12/1982,6,MAPUA INSTITUTE OF TECHNOLOGY,0,50,0
31/12/2008,12,ATENEO DE MANILA UNIVERSITY,1,110,1
31/12/1980,16,ADAMSON UNIVERSITY,0,1,0
31/12/2009,0,PHILIPPINE SCHOOL OF BUSINESS ADMINISTRATION - QC,0,5,15
31/12/2004,16,ST. PAUL UNIVERSITY DUMAGUETE,0,140,16
31/12/2011,16,TEHNOLOGICAL UNIVERSITY OF THE PHILIPPINES,0,14,16
31/12/2009,0,UNIVERSITY OF MICHIGAN - STEPHEN M. ROSS SCHOOL OF BUSINESS,0,252,16
31/12/2008,6,NEW ERA UNIVERSITY,0,74,16
31/12/2002,16,COR JESU COLLEGE,0,2,6
31/12/2014,0,NOTRE DAME UNIVERSITY,0,0,0
31/12/2001,4,MINDANAO STATE UNIVERSITY,0,35,3
31/12/2007,4,SAINT PAUL UNIVERSITY TUGUEGARAO,1,7,4
31/12/2001,4,UNIVERSITY OF SAN CARLOS,0,42,4
31/12/1996,5,"POLYTECHNIC UNIVERSITY OF THE PHILIPPINES STA. MESA, MANILA",0,146,16
31/12/2011,0,DE LA SALLE UNIVERSITY,0,86,4
31/12/2009,2,DE LA SALLE UNIVERSITY,0,1,2
31/12/2013,16,MAPUA INSTITUTE OF TECHNOLOGY,0,222,16
31/12/2008,16,UNIVERSITY OF THE EAST,0,7,16
31/12/2002,4,UNIVERSITY OF THE PHILIPPINES,0,58,4
31/12/2010,11,UNIVERSITY OF THE PHILIPPINES,0,24,10
31/12/2005,16,CENTRO ESCOLAR UNIVERSITY,0,15,16
31/12/2006,10,ATENEO GRADUATE SCHOOL OF BUSINESS,0,33,10
31/12/2007,4,XAVIER TECHNICAL TRAINING CENTER,0,34,16
31/12/2009,10,ATENEO DE NAGA UNIVERSITY,0,24,8
31/12/2010,16,FAR EASTERN UNIVERISTY,0,14,16
31/12/2010,16,MAPUA INSTITUTE OF TECHNOLOGY,1,2,4
31/12/2006,16,UNIVERSITY OF ST. LA SALLE - BACOLOD,0,20,16
31/12/2005,4,AMA COMPUTER LEARNING CENTER,1,0,14
31/12/2009,11,UNIVERSITY OF THE PHILIPPINES,0,184,10
31/12/2011,4,UNIVERSITY OF NUEVA CACERES,0,6,4
31/12/2008,4,MIRIAM COLLEGE,1,45,4
31/12/2001,4,BICOL UNIVERSITY,0,85,2
31/12/2007,4,UNIVERSITY OF THE PHILIPPINES,0,45,4
31/12/2006,16,PAMANTASAN NG LUNGSOD NG MAYNILA,0,51,4
31/12/2003,16,DE LA SALLE UNIVERSITY,0,74,16
31/12/2007,7,CALAYAN EDUCATIONAL FOUNDATION INC.,0,12,4
31/12/2006,4,MANUEL S. ENVERGA UNIVERSITY FOUNDATION - LUCENA,1,33,4
31/12/2001,1,ASIA PACIFIC COLLEGE,0,45,4
31/12/2005,0,NOTRE DAME OF DADIANGAS UNIVERSITY,1,1,1
31/12/2008,16,HOLY ANGEL UNIVERSITY,0,27,4
31/12/2007,16,ARELLANO UNIVERSITY,0,11,7
31/12/2011,16,MMSU-CTE,0,0,16
31/12/2006,16,CSPC,0,10,16
31/12/2006,1,UNIVERSITY OF THE PHILIPPINES,0,68,16
31/12/2000,0,"UNION COLLEGE OF LAGUNA, PHILIPPINES",0,10,5
31/12/2002,16,CENTRAL PHILIPPINE UNIVERSITY,0,37,16
31/12/2005,16,ATENEO DE MANILA UNIVERSITY,1,51,16
31/12/2008,4,UNIVERSITY OF THE PHILIPPINES,0,53,4
31/12/2011,16,MIRIAM COLLEGE,0,39,5
31/12/2011,16,UNIVERSITY OF ASIA AND THE PACIFIC,1,27,16
31/12/2004,16,UNIVERSITY OF ILOILO,1,6,16
31/12/2002,16,ARELLANO UNIVERSITY,0,19,3
31/12/2015,14,PAMANTASAN NG LUNGSOD NG MAYNILA,1,44,15
31/12/2010,10,DE LA SALLE UNIVERSITY DASMARINAS,1,22,10
31/12/2006,4,CENTRAL COLLEGES OF THE PHILIPPINES,0,7,4
31/12/1997,2,UNIVERSITY OF THE EAST,1,25,16
31/12/2005,6,UNIVERSITY OF SANTO TOMAS,0,29,4
31/12/2002,14,UNIVERSITY OF THE PHILIPPINES,0,90,16
31/12/1986,16,FAR EASTERN UNIVERSITY,0,6,3
31/12/2010,2,DR. FILEMON C. AGULAR INFORMATION TECHNOLOGY TRAINING INSTITUTE,0,54,2
31/12/2008,16,UNIVERSITY OF SANTO TOMAS,0,3,4
31/12/2009,5,UNIVERSITY OF THE PHILIPPINES,1,3,5
31/12/1998,10,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,1,7,16
31/12/2003,7,UNIVERSITY OF SANTO TOMAS,0,139,4
31/12/2003,16,UNIVSITY OF SANTO TOMAS,0,155,0
31/12/1992,16,INTERNATIONAL CORRESPONDENCE SCHOOLS,0,1,16
31/12/1973,16,"XAVIER UNIVERSITY,CAGAYAN DE ORO",0,0,9
31/12/2005,6,AMA UNIVERSITY,0,17,16
31/12/1992,16,MARINERS' POLYTECHNIC COLLEGES FOUNDATION,0,19,4
31/12/2001,16,ASIAN INSTITUTE OF MANAGEMENT,0,10,4
31/12/2000,16,ALIAS,0,8,16
31/12/2010,16,UNIVERSITY OF THE PHILIPPINES,0,188,5
31/12/1986,16,MAPUA INSTITUTE OF TECHNOLOGY,0,87,8
31/12/2013,16,ATENEO GRADUATE SCHOOL OF BUSINESS,0,13,16
31/12/2008,16,UNIVERSITY OF MANILA,0,1,14
31/12/2010,4,COLEGIO DE SAN JUAN DE LETRAN - CALAMBA,0,1,16
31/12/2005,16,UNIVERSITY OF THE EAST,0,0,15
31/12/2004,16,TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES,0,19,6
31/12/2010,16,UNIVERSITY OF THE PHILIPPINES OPEN UNIVERSITY,1,23,1
31/12/1989,16,PAMANTASAN NG SANTO TOMAS,1,42,14
31/12/2010,4,TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES QC,1,500+,1
31/12/2012,6,UNIVERSITY OF THE PHILIPPINES,0,45,9
31/12/2010,6,TARLAC STATE UNIVERSITY,0,31,9
31/12/2013,6,UNIVERSITY OF THE PHILIPPINES,1,112,16
31/12/1991,0,PHILIPPINE SCHOOL OF BUSINESS ADMINISTRATION,1,0,0
31/12/2001,16,LORMA COLLEGES,0,122,16
31/12/1999,16,ADAMSON UNIVERSITY,0,88,4
31/12/2011,16,UNIVERSITY OF THE PHILIPPINES,0,1,8
31/12/1996,16,UNIVERSITY OF THE PHILIPPINES,0,85,7
31/12/2002,16,UNIVERSITY OF THE PHILIPPINES,1,6,7
31/12/2007,4,DLS-CSB,0,68,4
31/12/2012,1,UNIVERSITY OF THE PHILIPPINES,1,64,0
31/12/2008,5,UNIVERSITY OF THE PHILIPPINES (DILIMAN),0,14,4
31/12/2007,1,PCST,1,2,8
31/12/2011,9,ATENEO DE MANILA UNIVERSITY,0,44,16
31/12/1991,6,UNIVERSITY OF THE PHILIPPINES,0,4,6
31/12/1997,4,"ST. PAUL UNIVERSITY, TUGUEGARAO CITY//LYCEUM OF APARRI",0,1,0
31/12/2005,1,ATENEO DE CAGAYAN (XAVIER UNIVERSITY),0,25,16
31/12/1995,16,CTI,0,7,3
31/12/2013,16,ATENEO DE MANILA UNIVERSITY,0,31,5
31/12/2007,16,UNIVERSITY OF ASIA AND THE PACIFIC,0,131,8
31/12/1988,16,UNIVERSITY OF THE PHILIPPINES,1,97,16
31/12/2003,4,UNIVERSITY OF SAINT LA SALLE,0,51,4
31/12/2009,16,MARIANO MARCOS STATE UNIVERSITY,1,12,14
31/12/2009,16,TESDA-LMMSAT,1,4,5
31/12/2008,16,ATENEO GRADUATE SCHOOL OF BUSINESS,0,133,16
31/12/2002,4,AMA COMPUTER UNIVERSITY,0,127,4
31/12/2007,16,UNIVERSITY OF THE EAST,0,25,0
31/12/2004,5,MAPUA INSTITUTE OF TECHNOLOGY,0,230,4
31/12/1986,16,SAINT LOUIS COLLEGE -CITY OF SAN FERNANDO,0,1,1
31/12/2006,16,NEW YORK LAW SCHOOL,0,232,0
31/12/2015,16,UNIVERSITY OF THE PHILIPPINES,0,96,0
31/12/1970,7,UERM MEMORIAL MEDICAL CENTER,1,16,7
31/12/2004,16,THE PHILIPPINE WOMEN'S UNIVERSITY,0,7,4
31/12/2004,0,UNIVERSITY OF THE PHILIPPINES,0,61,0
31/12/2002,16,FAR EASTERN UNIVERSITY,0,334,6
31/12/1991,0,UNIVERSITY OF THE EAST,0,1,0
31/12/1994,1,DE LA SALLE UNIVERSITY,0,37,0
31/12/1991,16,MARIANO MARCOS STATE UNIVERSITY,1,0,1
31/12/2005,16,PHILIPPINE CHRISTIAN UNIVERSITY,0,68,4
31/12/2009,14,SAN SEBASTIAN COLLEGE - RECOLETOS,0,1,16
31/12/2010,16,ST. SCHOLASTICA'S COLLEGE,0,59,16
31/12/1986,0,NCBA QC,0,9,0
31/12/2008,16,UNIVERSITY OF THE PHILIPPINES,1,12,5
31/12/1996,14,UNIVERSITY OF THE EAST,0,6,16
31/12/2002,4,AMA UNIVERSITY,1,40,4
31/12/2010,4,CAGAYAN STATE UNIVERSITY,0,2,4
31/12/1990,16,PAMANTASAN NG LUNGSOD NG MAYNILA,1,14,16
31/12/2009,16,XAVIER UNIVERSITY (PH),0,48,15
31/12/2013,16,HARVARD UNIVERSITY,0,7,4
31/12/2007,16,MANUEL S. ENVERGA UNIVERSITY FOUNDATION - LUCENA,0,169,8
31/12/2003,6,MAPUA INSTITUTE OF TECHNOLOGY,0,12,9
31/12/1991,16,"FRANCISCO BENITEZ ELEM. SCHOOL, MAKATI POLYTECHNIC COMM. COLLEGE, DUALTECH TRAINING CENTER",0,1,8
31/12/2003,10,SAINT LOUIS UNIVERSITY (PH),0,10,16
31/12/1999,16,DE LA SALLE UNIVERSITY,0,8,16
31/12/1999,16,UNIVERSITY OF SANTO TOMAS,1,0,0
31/12/2007,16,ST. JUDE COLLEGE,0,8,14
31/12/2006,16,UNIVERSITY OF THE PHILIPPINES,0,297,16
31/12/2011,2,DE LA SALLE UNIVERSITY,1,5,2
31/12/2007,4,DE LA SALLE UNIVERSITY - DASMARINAS,0,88,4
31/12/1978,16,PAF COLLEGE AERONAUTICS,1,5,16
31/12/1984,0,UNIVERSITY OF THE VISAYAS,1,5,0
31/12/2008,16,UNIVERSITY OF PERPETUAL HELP SYSTEM DALTA,0,5,16
31/12/2011,16,MERALCO FOUNDATION INC.,0,8,16
31/12/2013,4,DE LA SALLE UNIVERSITY,0,1,7
31/12/2005,11,ATENEO DE MANILA UNIVERSITY,0,0,0
31/12/1997,6,UNIVERSITY OF THE EAST,0,57,16
31/12/2006,8,LYCEUM OF BATANGAS,0,0,8
31/12/2006,4,BATANGAS STATE UNIVERSITY,0,7,0
31/12/1985,5,BATANGAS STATE UNIVERSITY,0,1,16
31/12/1980,16,CENTRO ESCOLAR UNIVERSITY,1,1,15
31/12/2002,16,IMUS INSTITUTE,0,4,2
31/12/2005,10,ANGELES UNIVERSITY FOUNDATION,1,11,16
31/12/2006,0,PHILIPPINE SCHOOL OF BUSINESS ADMINISTRATION,0,4,0
31/12/2012,16,UNIVERSITY OF THE PHILIPPINES,0,38,7
